TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,UBID,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,FACILITY_NUID,2,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,LISTING_ID,3,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,COMPANY_NAME,4,,YES,TEXT,16777216.0,,
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,UNITUID,5,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,LENGTH,6,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,WIDTH,7,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,SQFT,8,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,CLIMATE_CONTROLLED,9,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,RV,10,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,DRIVE_UP,11,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,INTERIOR,12,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,ELEVATOR,13,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,UPPER_FLOOR,14,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,PROPRIETARY_UNIT_ATTRIBUTE,STAIRS,15,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_FACILITY,FACILITY_ID,1,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_FACILITY,COMPANY_NAME,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_FACILITY,STREET,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_FACILITY,CITY,4,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_FACILITY,STATE,5,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_FACILITY,END_DATE,6,,YES,DATE,,,
SELF_STORAGE,RADIUS_UNION_FACILITY,ZIP,7,,YES,TEXT,10.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,NAME,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,TYPE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,ADDRESS,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,ADDRESS_LATLON_1,4,,YES,NUMBER,,38.0,8.0
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,ADDRESS_LATLON_2,5,,YES,NUMBER,,38.0,8.0
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,GEOID,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,BLOCK_FIPS,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,CITY,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,STATE,9,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,STATE_FIPS,10,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,ZIP,11,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,PHONE,12,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,OWNER,13,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,COUNTY_FIPS,14,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,COUNTY,15,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,YEAR,16,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,UID,17,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,AMENITY_LIST,18,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,UNIT,19,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,NET_RENTABLE_SQFT,20,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_GEOCODE_CHECK,YEAR_BUILT,21,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_PRICING,FACILITY_ID,1,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_PRICING,COMPANY_NAME,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RADIUS_UNION_PRICING,UNITUID,3,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_PRICING,PRICING_DATE,4,,YES,DATE,,,
SELF_STORAGE,RADIUS_UNION_PRICING,WEB_AVG_PRICE,5,,YES,FLOAT,,,
SELF_STORAGE,RADIUS_UNION_PRICING,INSTORE_AVG_PRICE,7,,YES,FLOAT,,,
SELF_STORAGE,RADIUS_UNION_UNIT,FACILITY_ID,1,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,UNITUID,2,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,LENGTH,3,,YES,FLOAT,,,
SELF_STORAGE,RADIUS_UNION_UNIT,WIDTH,4,,YES,FLOAT,,,
SELF_STORAGE,RADIUS_UNION_UNIT,CLIMATE_CONTROLLED,5,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,RV,6,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,DRIVE_UP,7,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,INTERIOR,8,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,ELEVATOR,9,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,UPPER_FLOOR,10,,YES,NUMBER,,38.0,0.0
SELF_STORAGE,RADIUS_UNION_UNIT,STAIRS,11,,YES,NUMBER,,38.0,0.0
YELP,RAW_SOURCE,SRC,1,,YES,VARIANT,,,
MULTIFAMILY,REAL_PAGE_CONCESSIONS,PROPERTY_ID,1,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_CONCESSIONS,DATE,2,,YES,DATE,,,
MULTIFAMILY,REAL_PAGE_CONCESSIONS,CONCESSION_AMOUNT,3,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_CONCESSIONS,CONCESSION_PCT,4,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_OCCUPANCY,PROPERTY_ID,1,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_OCCUPANCY,DATE,2,,YES,DATE,,,
MULTIFAMILY,REAL_PAGE_OCCUPANCY,OCCUPANCY,3,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_OCCUPANCY_V1,DATE_V1,1,,YES,TIMESTAMP_NTZ,,,
MULTIFAMILY,REAL_PAGE_OCCUPANCY_V1,OCCUPANCY,2,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_OCCUPANCY_V1,PROPERTY_ID,3,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,PROPERTY_ID,1,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,PROPERTY_STATUS,2,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,PROPERTY_STYLE,3,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,NAME,4,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,ADDRESS,5,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,CITY,6,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,STATE,7,,YES,TEXT,2.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,ZIP_CODE,8,,YES,TEXT,5.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,PHONE,9,,YES,TEXT,20.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,LATITUDE,10,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,LONGITUDE,11,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,GEOGRAPHY_CODE,12,,YES,TEXT,10.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,MARKET,13,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,SUBMARKET,14,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,COUNTY,15,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,COUNTY_CODE,16,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,TRACT_CODE,17,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,CENSUS_BLOCK_ID,18,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,FIPS_CODE,19,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,YEAR_BUILT,20,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,LAST_RENOVATION,21,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,PROPERTY_OWNER,22,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,MANAGEMENT,23,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,TOTAL_UNITS,24,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,MARKET_RATE_UNITS,25,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,AVERAGE_UNIT_SIZE,26,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,STORIES,27,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,ASSET_CLASS_IN_MARKET,28,,YES,TEXT,5.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,ASSET_CLASS_IN_SUBMARKET,29,,YES,TEXT,5.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_ATTRIBUTES,PARKING_TYPE,30,,YES,TEXT,255.0,,
MULTIFAMILY,REAL_PAGE_PROPERTY_STATUS,PROPERTY_ID,1,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_PROPERTY_STATUS,DATE,2,,YES,DATE,,,
MULTIFAMILY,REAL_PAGE_PROPERTY_STATUS,PROPERTY_STATUS,3,,YES,TEXT,16777216.0,,
MULTIFAMILY,REAL_PAGE_RENTS,PROPERTY_ID,1,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REAL_PAGE_RENTS,DATE,2,,YES,DATE,,,
MULTIFAMILY,REAL_PAGE_RENTS,ASKING_RENT,3,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_RENTS,EFFECTIVE_RPSF,4,,YES,FLOAT,,,
MULTIFAMILY,REAL_PAGE_RENTS,EFFECTIVE_RENT,5,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,PROPERTY_ID,1,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,sale_type,1,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,SALE_TYPE,2,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,sold_date,2,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,SOLD_DATE,3,,YES,DATE,,,
MULTIFAMILY,REDFIN,property_type,3,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,PROPERTY_TYPE,4,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,address,4,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,city,5,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,ADDRESS,5,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,state_or_province,6,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,CITY,6,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,STATE,7,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,zip_or_postal_code,7,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,ZIPCODE,8,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,price,8,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,PRICE,9,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,beds,9,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,BEDS,10,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,baths,10,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,BATHS,11,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,location,11,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,square_feet,12,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,LOCATION,12,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,lot_size,13,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,SIZE,13,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,year_built,14,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,LOT_SIZE,14,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,days_on_market,15,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,YEAR_BUILT,15,,YES,NUMBER,,38.0,0.0
SINGLE_FAMILY,REDFIN,DAYS_ON_MARKET,16,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REDFIN,$/square_feet,16,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,hoa/month,17,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,PRICE_PER_SQFT,17,,YES,NUMBER,,38.0,0.0
MULTIFAMILY,REDFIN,status,18,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,HOA,18,,YES,NUMBER,,38.0,0.0
SINGLE_FAMILY,REDFIN,STATUS,19,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,next_open_house_start_time,19,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,next_open_house_end_time,20,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,URL,20,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,SOURCE,21,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,url_(see_http://www.redfin.com/buy-a-home/comparative-market-analysis_for_info_on_pricing),21,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,source,22,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,MLS,22,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,mls#,23,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN,FAVORITE,23,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,INTERESTED,24,,YES,TEXT,16777216.0,,
MULTIFAMILY,REDFIN,favorite,24,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,LATITUDE,25,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,interested,25,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN,LONGITUDE,26,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,latitude,26,,YES,FLOAT,,,
MULTIFAMILY,REDFIN,longitude,27,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,PROPERTY_ID,1,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,SALE_TYPE,2,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,SOLD_DATE,3,,YES,DATE,,,
SINGLE_FAMILY,REDFIN_NO_ID,PROPERTY_TYPE,4,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,ADDRESS,5,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,CITY,6,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,STATE,7,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,ZIPCODE,8,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,PRICE,9,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,BEDS,10,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,BATHS,11,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,LOCATION,12,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,SIZE,13,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,LOT_SIZE,14,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,YEAR_BUILT,15,,YES,NUMBER,,38.0,0.0
SINGLE_FAMILY,REDFIN_NO_ID,DAYS_ON_MARKET,16,,YES,NUMBER,,38.0,0.0
SINGLE_FAMILY,REDFIN_NO_ID,PRICE_PER_SQFT,17,,YES,NUMBER,,38.0,0.0
SINGLE_FAMILY,REDFIN_NO_ID,HOA,18,,YES,NUMBER,,38.0,0.0
SINGLE_FAMILY,REDFIN_NO_ID,STATUS,19,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,URL,20,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,SOURCE,21,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,MLS,22,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,FAVORITE,23,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,INTERESTED,24,,YES,TEXT,16777216.0,,
SINGLE_FAMILY,REDFIN_NO_ID,LATITUDE,25,,YES,FLOAT,,,
SINGLE_FAMILY,REDFIN_NO_ID,LONGITUDE,26,,YES,FLOAT,,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CONSTRAINT_CATALOG,1,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CONSTRAINT_SCHEMA,2,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CONSTRAINT_NAME,3,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UNIQUE_CONSTRAINT_CATALOG,4,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UNIQUE_CONSTRAINT_SCHEMA,5,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UNIQUE_CONSTRAINT_NAME,6,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,MATCH_OPTION,7,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UPDATE_RULE,8,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,DELETE_RULE,9,,NO,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,COMMENT,10,,YES,TEXT,16777216.0,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CREATED,11,,YES,TIMESTAMP_LTZ,,,
INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,LAST_ALTERED,12,,YES,TIMESTAMP_LTZ,,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,RENTAL_TERM_START,2,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,PAID_THROUGH,3,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,RENTAL_RATE,4,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,UNIT_SIZE,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ALAMO_HEIGHTS,AS_OF_DATE,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,RENTAL_TERM_START,2,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,PAID_THROUGH,3,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,RENTAL_RATE,4,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,UNIT_SIZE,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_APPLE_VALLEY,AS_OF_DATE,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_ARLINGTON,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,RENTAL_TERM_START,2,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,PAID_THROUGH,3,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,RENTAL_RATE,4,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,UNIT_SIZE,6,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,UNIT_TYPE,7,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,TENANT_NAME,8,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_COLORADO_SPRINGS,AS_OF_DATE,9,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_DENTON,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_DENTON,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_DENTON,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_DENTON,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_DENTON,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_DENTON,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_DENTON,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_DENTON,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,UNIT_TYPE,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,TENANT_NAME,4,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,RENTAL_TERM_START,5,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,PAID_THROUGH,6,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,RENTAL_RATE,7,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_HOLLYWOOD,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,UNIT,1,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_LOVELAND,UNIT_SIZE,2,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_LOVELAND,TENANT_NAME,3,,YES,TEXT,16777216.0,,
SELF_STORAGE,RENT_ROLL_LOVELAND,RENTAL_TERM_START,4,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,FULL_PRICE_RATE,5,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,RENTAL_RATE,6,,YES,FLOAT,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,PAID_THROUGH,7,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_LOVELAND,AS_OF_DATE,8,,YES,DATE,,,
SELF_STORAGE,RENT_ROLL_PALO_ALTO,UNIT,1,,YES,TEXT,16777216.0,,
